title,authors,abstract,pdf_url,published,arxiv_id,Title,Model,Rating,Reasoning,image,image_description
Backward explanations via redefinition of predicates,"['Léo Saulières', 'Martin C. Cooper', 'Florence Dupin de Saint Cyr']","History eXplanation based on Predicates (HXP), studies the behavior of a
Reinforcement Learning (RL) agent in a sequence of agent's interactions with
the environment (a history), through the prism of an arbitrary predicate. To
this end, an action importance score is computed for each action in the
history. The explanation consists in displaying the most important actions to
the user. As the calculation of an action's importance is #W[1]-hard, it is
necessary for long histories to approximate the scores, at the expense of their
quality. We therefore propose a new HXP method, called Backward-HXP, to provide
explanations for these histories without having to approximate scores.
Experiments show the ability of B-HXP to summarise long histories.",http://arxiv.org/pdf/2408.02606v1,2024-08-05,2408.02606v1,Backward explanations via redefinition of predicates,gpt-4,highly irrelevant,This paper investigates explanations in reinforcement learning agent behaviour and does not mention nor hint at the topic of hard prefix prompting or prompt engineering.,,
BioMamba: A Pre-trained Biomedical Language Representation Model Leveraging Mamba,"['Ling Yue', 'Sixue Xing', 'Yingzhou Lu', 'Tianfan Fu']","The advancement of natural language processing (NLP) in biology hinges on
models' ability to interpret intricate biomedical literature. Traditional
models often struggle with the complex and domain-specific language in this
field. In this paper, we present BioMamba, a pre-trained model specifically
designed for biomedical text mining. BioMamba builds upon the Mamba
architecture and is pre-trained on an extensive corpus of biomedical
literature. Our empirical studies demonstrate that BioMamba significantly
outperforms models like BioBERT and general-domain Mamba across various
biomedical tasks. For instance, BioMamba achieves a 100 times reduction in
perplexity and a 4 times reduction in cross-entropy loss on the BioASQ test
set. We provide an overview of the model architecture, pre-training process,
and fine-tuning techniques. Additionally, we release the code and trained model
to facilitate further research.",http://arxiv.org/pdf/2408.02600v1,2024-08-05,2408.02600v1,BioMamba: A Pre-trained Biomedical Language Representation Model Leveraging Mamba,gpt-4,highly irrelevant,"The paper focuses on the architecture, training and fine-tuning of a biomedical text mining model, not on prompt engineering or specifically hard prefix prompting.",,
Progressively Selective Label Enhancement for Language Model Alignment,"['Biao Liu', 'Ning Xu', 'Xin Geng']","Large Language Models have demonstrated impressive capabilities in various
language tasks but may produce content that misaligns with human expectations,
raising ethical and legal concerns. Therefore, it is important to explore the
limitations and implement restrictions on the models to ensure safety and
compliance, with Reinforcement Learning from Human Feedback (RLHF) being the
primary method. Due to challenges in stability and scalability with the RLHF
stages, researchers are exploring alternative methods to achieve effects
comparable to those of RLHF. However, these methods often depend on large
high-quality datasets and inefficiently utilize generated data. To deal with
this problem, we propose PSLE, i.e., Progressively Selective Label Enhancement
for Language Model Alignment, a framework that fully utilizes all generated
data by guiding the model with principles to align outputs with human
expectations. Using a dynamically updated threshold, our approach ensures
efficient data utilization by incorporating all generated responses and
weighting them based on their corresponding reward scores. Experimental results
on multiple datasets demonstrate the effectiveness of PSLE compared to existing
language model alignment methods.",http://arxiv.org/pdf/2408.02599v1,2024-08-05,2408.02599v1,Progressively Selective Label Enhancement for Language Model Alignment,gpt-4,highly irrelevant,"The paper focuses on language model alignment and reinforcement learning from human feedback, without any mention of hard prefix prompting or prompt engineering.",,
Modelling Visual Semantics via Image Captioning to extract Enhanced Multi-Level Cross-Modal Semantic Incongruity Representation with Attention for Multimodal Sarcasm Detection,"['Sajal Aggarwal', 'Ananya Pandey', 'Dinesh Kumar Vishwakarma']","Sarcasm is a type of irony, characterized by an inherent mismatch between the
literal interpretation and the intended connotation. Though sarcasm detection
in text has been extensively studied, there are situations in which textual
input alone might be insufficient to perceive sarcasm. The inclusion of
additional contextual cues, such as images, is essential to recognize sarcasm
in social media data effectively. This study presents a novel framework for
multimodal sarcasm detection that can process input triplets. Two components of
these triplets comprise the input text and its associated image, as provided in
the datasets. Additionally, a supplementary modality is introduced in the form
of descriptive image captions. The motivation behind incorporating this visual
semantic representation is to more accurately capture the discrepancies between
the textual and visual content, which are fundamental to the sarcasm detection
task. The primary contributions of this study are: (1) a robust textual feature
extraction branch that utilizes a cross-lingual language model; (2) a visual
feature extraction branch that incorporates a self-regulated residual ConvNet
integrated with a lightweight spatially aware attention module; (3) an
additional modality in the form of image captions generated using an
encoder-decoder architecture capable of reading text embedded in images; (4)
distinct attention modules to effectively identify the incongruities between
the text and two levels of image representations; (5) multi-level cross-domain
semantic incongruity representation achieved through feature fusion. Compared
with cutting-edge baselines, the proposed model achieves the best accuracy of
92.89% and 64.48%, respectively, on the Twitter multimodal sarcasm and
MultiBully datasets.",http://arxiv.org/pdf/2408.02595v1,2024-08-05,2408.02595v1,Modelling Visual Semantics via Image Captioning to extract Enhanced Multi-Level Cross-Modal Semantic Incongruity Representation with Attention for Multimodal Sarcasm Detection,gpt-4,highly irrelevant,"The paper deals with image and text semantic representation for sarcasm detection, which doesn't involve hard prefix prompting or prompt engineering.",,
Leveraging the Power of LLMs: A Fine-Tuning Approach for High-Quality Aspect-Based Summarization,"['Ankan Mullick', 'Sombit Bose', 'Rounak Saha', 'Ayan Kumar Bhowmick', 'Aditya Vempaty', 'Pawan Goyal', 'Niloy Ganguly', 'Prasenjit Dey', 'Ravi Kokku']","The ever-increasing volume of digital information necessitates efficient
methods for users to extract key insights from lengthy documents. Aspect-based
summarization offers a targeted approach, generating summaries focused on
specific aspects within a document. Despite advancements in aspect-based
summarization research, there is a continuous quest for improved model
performance. Given that large language models (LLMs) have demonstrated the
potential to revolutionize diverse tasks within natural language processing,
particularly in the problem of summarization, this paper explores the potential
of fine-tuning LLMs for the aspect-based summarization task. We evaluate the
impact of fine-tuning open-source foundation LLMs, including Llama2, Mistral,
Gemma and Aya, on a publicly available domain-specific aspect based summary
dataset. We hypothesize that this approach will enable these models to
effectively identify and extract aspect-related information, leading to
superior quality aspect-based summaries compared to the state-of-the-art. We
establish a comprehensive evaluation framework to compare the performance of
fine-tuned LLMs against competing aspect-based summarization methods and
vanilla counterparts of the fine-tuned LLMs. Our work contributes to the field
of aspect-based summarization by demonstrating the efficacy of fine-tuning LLMs
for generating high-quality aspect-based summaries. Furthermore, it opens doors
for further exploration of using LLMs for targeted information extraction tasks
across various NLP domains.",http://arxiv.org/pdf/2408.02584v1,2024-08-05,2408.02584v1,Leveraging the Power of LLMs: A Fine-Tuning Approach for High-Quality Aspect-Based Summarization,gpt-4,highly irrelevant,This paper is focused on the fine-tuning of large language models for aspect-based summarization and does not mention or pertain to the topic of prompt engineering or hard prefix prompting.,,
Clustering and Mining Accented Speech for Inclusive and Fair Speech Recognition,"['Jaeyoung Kim', 'Han Lu', 'Soheil Khorram', 'Anshuman Tripathi', 'Qian Zhang', 'Hasim Sak']","Modern automatic speech recognition (ASR) systems are typically trained on
more than tens of thousands hours of speech data, which is one of the main
factors for their great success. However, the distribution of such data is
typically biased towards common accents or typical speech patterns. As a
result, those systems often poorly perform on atypical accented speech. In this
paper, we present accent clustering and mining schemes for fair speech
recognition systems which can perform equally well on under-represented
accented speech. For accent recognition, we applied three schemes to overcome
limited size of supervised accent data: supervised or unsupervised
pre-training, distributionally robust optimization (DRO) and unsupervised
clustering. Three schemes can significantly improve the accent recognition
model especially for unbalanced and small accented speech. Fine-tuning ASR on
the mined Indian accent speech using the proposed supervised or unsupervised
clustering schemes showed 10.0% and 5.3% relative improvements compared to
fine-tuning on the randomly sampled speech, respectively.",http://arxiv.org/pdf/2408.02582v1,2024-08-05,2408.02582v1,Clustering and Mining Accented Speech for Inclusive and Fair Speech Recognition,gpt-4,highly irrelevant,"The paper discusses about automatic speech recognition and accent recognition, with no indication of utilizing or making reference to hard prefix prompting or any form of prompt engineering.",,
Artificial Intelligence for Public Health Surveillance in Africa: Applications and Opportunities,"['Jean Marie Tshimula', 'Mitterrand Kalengayi', 'Dieumerci Makenga', 'Dorcas Lilonge', 'Marius Asumani', 'Déborah Madiya', 'Élie Nkuba Kalonji', 'Hugues Kanda', 'René Manassé Galekwa', 'Josias Kumbu', 'Hardy Mikese', 'Grace Tshimula', 'Jean Tshibangu Muabila', 'Christian N. Mayemba', ""D'Jeff K. Nkashama"", 'Kalonji Kalala', 'Steve Ataky', 'Tighana Wenge Basele', 'Mbuyi Mukendi Didier', 'Selain K. Kasereka', 'Maximilien V. Dialufuma', 'Godwill Ilunga Wa Kumwita', 'Lionel Muyuku', 'Jean-Paul Kimpesa', 'Dominique Muteba', 'Aaron Aruna Abedi', 'Lambert Mukendi Ntobo', 'Gloria M. Bundutidi', 'Désiré Kulimba Mashinda', 'Emmanuel Kabengele Mpinga', 'Nathanaël M. Kasoro']","Artificial Intelligence (AI) is revolutionizing various fields, including
public health surveillance. In Africa, where health systems frequently
encounter challenges such as limited resources, inadequate infrastructure,
failed health information systems and a shortage of skilled health
professionals, AI offers a transformative opportunity. This paper investigates
the applications of AI in public health surveillance across the continent,
presenting successful case studies and examining the benefits, opportunities,
and challenges of implementing AI technologies in African healthcare settings.
Our paper highlights AI's potential to enhance disease monitoring and health
outcomes, and support effective public health interventions. The findings
presented in the paper demonstrate that AI can significantly improve the
accuracy and timeliness of disease detection and prediction, optimize resource
allocation, and facilitate targeted public health strategies. Additionally, our
paper identified key barriers to the widespread adoption of AI in African
public health systems and proposed actionable recommendations to overcome these
challenges.",http://arxiv.org/pdf/2408.02575v1,2024-08-05,2408.02575v1,Artificial Intelligence for Public Health Surveillance in Africa: Applications and Opportunities,gpt-4,highly irrelevant,The paper discusses the application of AI in public health surveillance in Africa but does not mention anything related to prompt engineering or hard prefix prompting.,,
Contrastive Learning-based Multi Modal Architecture for Emoticon Prediction by Employing Image-Text Pairs,"['Ananya Pandey', 'Dinesh Kumar Vishwakarma']","The emoticons are symbolic representations that generally accompany the
textual content to visually enhance or summarize the true intention of a
written message. Although widely utilized in the realm of social media, the
core semantics of these emoticons have not been extensively explored based on
multiple modalities. Incorporating textual and visual information within a
single message develops an advanced way of conveying information. Hence, this
research aims to analyze the relationship among sentences, visuals, and
emoticons. For an orderly exposition, this paper initially provides a detailed
examination of the various techniques for extracting multimodal features,
emphasizing the pros and cons of each method. Through conducting a
comprehensive examination of several multimodal algorithms, with specific
emphasis on the fusion approaches, we have proposed a novel contrastive
learning based multimodal architecture. The proposed model employs the joint
training of dual-branch encoder along with the contrastive learning to
accurately map text and images into a common latent space. Our key finding is
that by integrating the principle of contrastive learning with that of the
other two branches yields superior results. The experimental results
demonstrate that our suggested methodology surpasses existing multimodal
approaches in terms of accuracy and robustness. The proposed model attained an
accuracy of 91% and an MCC-score of 90% while assessing emoticons using the
Multimodal-Twitter Emoticon dataset acquired from Twitter. We provide evidence
that deep features acquired by contrastive learning are more efficient,
suggesting that the proposed fusion technique also possesses strong
generalisation capabilities for recognising emoticons across several modes.",http://arxiv.org/pdf/2408.02571v1,2024-08-05,2408.02571v1,Contrastive Learning-based Multi Modal Architecture for Emoticon Prediction by Employing Image-Text Pairs,gpt-4,highly irrelevant,"This paper does not discuss the concept of hard prefix prompting or prompt engineering at all, it instead focuses on emoticon prediction via multimodal approaches.",,
Evaluating and Enhancing LLMs Agent based on Theory of Mind in Guandan: A Multi-Player Cooperative Game under Imperfect Information,"['Yauwai Yim', 'Chunkit Chan', 'Tianyu Shi', 'Zheye Deng', 'Wei Fan', 'Tianshi Zheng', 'Yangqiu Song']","Large language models (LLMs) have shown success in handling simple games with
imperfect information and enabling multi-agent coordination, but their ability
to facilitate practical collaboration against other agents in complex,
imperfect information environments, especially in a non-English environment,
still needs to be explored. This study investigates the applicability of
knowledge acquired by open-source and API-based LLMs to sophisticated
text-based games requiring agent collaboration under imperfect information,
comparing their performance to established baselines using other types of
agents. We propose a Theory of Mind (ToM) planning technique that allows LLM
agents to adapt their strategy against various adversaries using only game
rules, current state, and historical context as input. An external tool was
incorporated to mitigate the challenge of dynamic and extensive action spaces
in this card game. Our results show that although a performance gap exists
between current LLMs and state-of-the-art reinforcement learning (RL) models,
LLMs demonstrate ToM capabilities in this game setting. It consistently
improves their performance against opposing agents, suggesting their ability to
understand the actions of allies and adversaries and establish collaboration
with allies. To encourage further research and understanding, we have made our
codebase openly accessible.",http://arxiv.org/pdf/2408.02559v1,2024-08-05,2408.02559v1,Evaluating and Enhancing LLMs Agent based on Theory of Mind in Guandan: A Multi-Player Cooperative Game under Imperfect Information,gpt-4,highly irrelevant,"The paper does not discuss the topic of hard prefix prompts or prompt engineering, focusing instead on agent collaboration and theory of mind in games.",,
MeshAnything V2: Artist-Created Mesh Generation With Adjacent Mesh Tokenization,"['Yiwen Chen', 'Yikai Wang', 'Yihao Luo', 'Zhengyi Wang', 'Zilong Chen', 'Jun Zhu', 'Chi Zhang', 'Guosheng Lin']","We introduce MeshAnything V2, an autoregressive transformer that generates
Artist-Created Meshes (AM) aligned to given shapes. It can be integrated with
various 3D asset production pipelines to achieve high-quality, highly
controllable AM generation. MeshAnything V2 surpasses previous methods in both
efficiency and performance using models of the same size. These improvements
are due to our newly proposed mesh tokenization method: Adjacent Mesh
Tokenization (AMT). Different from previous methods that represent each face
with three vertices, AMT uses a single vertex whenever possible. Compared to
previous methods, AMT requires about half the token sequence length to
represent the same mesh in average. Furthermore, the token sequences from AMT
are more compact and well-structured, fundamentally benefiting AM generation.
Our extensive experiments show that AMT significantly improves the efficiency
and performance of AM generation. Project Page:
https://buaacyw.github.io/meshanything-v2/",http://arxiv.org/pdf/2408.02555v1,2024-08-05,2408.02555v1,MeshAnything V2: Artist-Created Mesh Generation With Adjacent Mesh Tokenization,gpt-4,highly irrelevant,"This paper focuses on mesh generation and tokenization methods in 3D asset production, not on prompt engineering or hard prefix prompting",,
